NGC Number,Other names, Object type,Constellation,Right ascension(J2000),Declination (J2000),Apparent magnitude

0625,,Irregular galaxy,Phoenix,01h 35m 04.7s,-41° 26′ 14″,12.2,
0626,,Spiral galaxy,Sculptor,01h 35m 12.0s,-39° 08′ 41″,14,
0627,(Duplicate of NGC 614),Lenticular galaxy,Triangulum,01h 35m 52.3s,+33° 40′ 54″,13.9,
0628,Messier 74,Spiral galaxy,Pisces,01h 36m 41.8s,+15° 46′ 60″,10.5,
0629,,Asterism,Cassiopeia,01h 40m,+72° 53′,,
0630,,Elliptical galaxy,Sculptor,01h 35m 36.5s,-39° 21′ 28″,13.5,
0631,,Elliptical galaxy,Pisces,01h 36m 47.1s,+05° 50′ 06″,15.0,
0632,,Lenticular galaxy,Pisces,01h 37m 17.7s,+05° 52′ 38″,13.5,
0633,,Spiral galaxy,Sculptor,01h 36m 23.5s,-37° 19′ 16″,12.9,
0634,,Spiral galaxy,Triangulum,01h 38m 18.7s,+35° 21′ 53″,14.0,
0635,,Spiral galaxy,Cetus,01h 38m 17.8s,-22° 55′ 44″,,
0636,,Elliptical galaxy,Cetus,01h 39m 06.5s,-07° 30′ 46″,12.5,
0637,,Open cluster,Cassiopeia,01h 43m,+64° 02′,8.6,
0638,,Spiral galaxy,Pisces,01h 39m 37.9s,+07° 14′ 14″,14.4,
0639,,Spiral galaxy,Sculptor,01h 38m 59.1s,-29° 55′ 31″,15.4,
0640,,Spiral galaxy,Cetus,01h 39m 24.8s,-09° 24′ 03″,15,
0641,,Elliptical galaxy,Phoenix,01h 38m 39.2s,-42° 31′ 37″,13,
0642,,Spiral galaxy,Sculptor,01h 39m 06.5s,-29° 54′ 56″,13.1,
0643,(Located in Small Magellanic Cloud),Open cluster,Hydrus,01h 35m 01.1s,-75° 33′ 26″,,
0644,,Spiral galaxy,Phoenix,01h 38m 52.9s,-42° 35′ 07″,15,
0645,,Spiral galaxy,Pisces,01h 40m 08.8s,+05° 43′ 36″,13.8,
0646,,Interacting galaxy,Hydrus,01h 37m 23.6s,-64° 53′ 45″,13.6,
0647,,Lenticular galaxy,Cetus,01h 39m 56.2s,-09° 14′ 33″,15,
0648,,Lenticular galaxy,Cetus,01h 38m 39.6s,-17° 49′ 52″,14.4,
0649,,Spiral galaxy,Cetus,01h 40m 07.4s,-09° 16′ 19″,14.7,
0650,Messier 76/Little Dumbbell Nebula,Planetary nebula,Perseus,01h 42m 19.9s,+51° 34′ 31″,16.1,
0651,(Duplicate of NGC 650),Planetary nebula,Perseus,01h 42m 19.9s,+51° 34′ 31″,16.1,
0652,,Spiral galaxy,Pisces,01h 40m 43.3s,+07° 58′ 55″,14.7,
0653,,Spiral galaxy,Andromeda,01h 42m 25.9s,+35° 38′ 18″,14.1,
0654,,Open cluster,Cassiopeia,01h 44m,+61° 53′,7.4,
0655,,Lenticular galaxy,Cetus,01h 41m 55.1s,-13° 04′ 54″,14,
0656,,Lenticular galaxy,Pisces,01h 42m 27.4s,+26° 08′ 34″,13.5,
0657,,Open cluster,Cassiopeia,01h 44m,+55° 52′,,
0658,,Spiral galaxy,Pisces,01h 42m 09.8s,+12° 36′ 07″,13.6,
0659,,Open cluster,Cassiopeia,01h 44m,+60° 40′,8.4,
0660,,Spiral galaxy,Pisces,01h 43m 01.7s,+13° 38′ 36″,12.8,
0661,,Elliptical galaxy,Triangulum,01h 44m 14.6s,+28° 42′ 21″,13.0,
0662,,Spiral galaxy,Andromeda,01h 44m 35.6s,+37° 41′ 45″,13.6,
0663,,Open cluster,Cassiopeia,01h 46m,+61° 14′,7.8,
0664,,Spiral galaxy,Pisces,01h 43m 45.9s,+04° 13′ 22″,13.9,
0665,,Lenticular galaxy,Pisces,01h 44m 56.2s,+10° 25′ 23″,13.5,
0666,,Spiral galaxy,Triangulum,01h 46m 06.3s,+34° 22′ 27″,13.6,
0667,,Lenticular galaxy,Cetus,01h 44m 56.7s,-22° 55′ 09″,,
0668,,Spiral galaxy,Andromeda,01h 46m 22.7s,+36° 27′ 36″,13.5,
0669,,Spiral galaxy,Triangulum,01h 47m 16.4s,+35° 33′ 46″,12.9,
0670,,Lenticular galaxy,Triangulum,01h 47m 25.1s,+27° 53′ 09″,13.5,
0671,,Spiral galaxy,Aries,01h 46m 59.2s,+13° 07′ 30″,14.3,
0672,,Spiral galaxy,Triangulum,01h 47m 54.1s,+27° 25′ 56″,11.4,
0673,,Spiral galaxy,Aries,01h 48m 22.6s,+11° 31′ 16″,13.3,
0674,(Duplicate of NGC 697),Spiral galaxy,Aries,01h 51m 17.6s,+22° 21′ 28″,12.7,
0675,,Spiral galaxy,Aries,01h 49m 08.6s,+13° 03′ 34″,15.5,
0676,,Spiral galaxy,Pisces,01h 48m 57.4s,+05° 54′ 26″,12,
0677,,Elliptical galaxy,Aries,01h 49m 14.1s,+13° 03′ 19″,14.3,
0678,,Spiral galaxy,Aries,01h 49m 24.9s,+21° 59′ 48″,13.3,
0679,,Lenticular galaxy,Andromeda,01h 49m 43.9s,+35° 47′ 07″,13.1,
0680,,Elliptical galaxy,Aries,01h 49m 47.4s,+21° 58′ 14″,13.0,
0681,,Spiral galaxy,Cetus,01h 49m 10.7s,-10° 25′ 35″,12,
0682,,Lenticular galaxy,Cetus,01h 49m 04.5s,-14° 58′ 29″,13,
0683,,Spiral galaxy,Aries,01h 49m 46.8s,+11° 42′ 03″,14.8,
0684,,Spiral galaxy,Triangulum,01h 50m 14.0s,+27° 38′ 45″,13.2,
0685,,Spiral galaxy,Eridanus,01h 47m 43.1s,-52° 45′ 40″,12.0,
0686,,Lenticular galaxy,Fornax,01h 48m 56.3s,-23° 47′ 55″,13.0,
0687,,Lenticular galaxy,Andromeda,01h 50m 33.3s,+36° 22′ 14″,14.4,
0688,,Spiral galaxy,Triangulum,01h 50m 44.3s,+35° 17′ 03″,13.3,
0689,,Spiral galaxy,Fornax,01h 49m 51.8s,-27° 27′ 56″,14.4,
0690,,Spiral galaxy,Cetus,01h 47m 48.2s,-16° 43′ 19″,14.4,
0691,,Spiral galaxy,Aries,01h 50m 41.7s,+21° 45′ 34″,13.5,
0692,,Spiral galaxy,Phoenix,01h 48m 42.0s,-48° 38′ 57″,,
0693,,Spiral galaxy,Pisces,01h 50m 30.9s,+06° 08′ 41″,13.5,
0694,,Lenticular galaxy,Aries,01h 50m 58.6s,+21° 59′ 48″,13.9,
0695,,Lenticular galaxy,Aries,01h 51m 14.4s,+22° 34′ 56″,13.7,
0696,,Lenticular galaxy,Fornax,01h 49m 30.9s,-34° 54′ 22″,13.5,
0697,,Spiral galaxy,Aries,01h 51m 17.6s,+22° 21′ 28″,12.7,
0698,,Spiral galaxy,Fornax,01h 49m 43.8s,-34° 49′ 52″,14.5,
0699,,Spiral galaxy,Cetus,01h 50m 43.7s,-12° 02′ 09″,14,
0700,,Lenticular galaxy,Andromeda,01h 52m 12.8s,+36° 05′ 49″,15.6,
0701,,Spiral galaxy,Cetus,01h 51m 03.8s,-09° 42′ 08″,12,
0702,,Interacting galaxy,Cetus,01h 51m 18.3s,-04° 03′ 21″,14,
0703,,Lenticular galaxy,Andromeda,01h 52m 39.7s,+36° 10′ 16″,14.5,
0704,,Interacting galaxy,Andromeda,01h 52m 37.7s,+36° 07′ 37″,14.1,
0705,,Lenticular galaxy,Andromeda,01h 52m 41.7s,+36° 08′ 38″,14.5,
0706,,Spiral galaxy,Pisces,01h 51m 50.6s,+06° 17′ 47″,13.2,
0707,,Lenticular galaxy,Cetus,01h 51m 27.2s,-08° 30′ 21″,14,
0708,,Elliptical galaxy,Andromeda,01h 52m 39.7s,+36° 10′ 16″,14.5,
0709,,Lenticular galaxy,Andromeda,01h 52m 50.6s,+36° 13′ 21″,15.2,
0710,,Spiral galaxy,Andromeda,01h 52m 54.1s,+36° 03′ 12″,14.3,
0711,,Lenticular galaxy,Aries,01h 52m 27.8s,+17° 30′ 44″,14.5,
0712,,Lenticular galaxy,Andromeda,01h 53m 08.6s,+36° 49′ 10″,13.9,
0713,,Spiral galaxy,Cetus,01h 55m 21.5s,-09° 05′ 02″, 14.9,
0714,,Lenticular galaxy,Andromeda,01h 53m 29.8s,+36° 13′ 15″,13.9,
0715,,Galaxy,Cetus,01h 53m 12.4s,-12° 52′ 26″,15,
0716,,Spiral galaxy,Aries,01h 52m 59.7s,+12° 42′ 28″,14.0,
0717,,Spiral galaxy,Andromeda,01h 53m 55.2s,+36° 13′ 45″,14.7,
0718,,Spiral galaxy,Pisces,01h 53m 13.2s,+04° 11′ 44″,12.8,
0719,,Lenticular galaxy,Aries,01h 53m 39.0s,+19° 50′ 25″,14.7,
0720,,Elliptical galaxy,Cetus,01h 53m 00.4s,-13° 44′ 18″,11,
0721,,Spiral galaxy,Andromeda,01h 54m 45.6s,+39° 22′ 59″,13.8,
0722,,Spiral galaxy,Aries,01h 54m 47.0s,+20° 41′ 53″,14.6,
0723,,Spiral galaxy,Cetus,01h 53m 45.6s,-23° 45′ 28″,13.1,
0724,,Spiral galaxy,Fornax,01h 53m 45.6s,-23° 45′ 28″,13.1,
0725,,Galaxy,Cetus,01h 52m 35.5s,-16° 31′ 04″,14,
0726,,Irregular galaxy,Cetus,01h 55m 31.9s,-10° 48′ 04″,14.3,
0727,,Spiral galaxy,Fornax,01h 53m 49.2s,-35° 51′ 22″,14.5,
0728,,Triple star,Pisces,01h 55m,+04° 12′,,
0729,(Duplicate of NGC 727),Spiral galaxy,Fornax,01h 53m 49.2s,-35° 51′ 22″,14.5,
0730,,Star,Pisces,01h 55m,+05° 37′,,
0731,,Elliptical galaxy,Cetus,01h 54m 56.9s,-09° 00′ 47″,13,
0732,,Lenticular galaxy,Andromeda,01h 56m 27.8s,+36° 48′ 07″,14.9,
0733,,Star,Triangulum,01h 56m 24.7s,+33° 03′ 55″,,
0734,,Spiral galaxy,Cetus,01h 54m 29.5s,-16° 42′ 28″,15,
0735,,Spiral galaxy,Triangulum,01h 56m 38.0s,+34° 10′ 37″,13.9,
0736,,Elliptical galaxy,Triangulum,01h 56m 41.0s,+33° 02′ 37″,13.6,
0737,,Star,Triangulum,01h 57m,+33° 03′,,
0738,,Galaxy,Triangulum,01h 56m 45.7s,+33° 03′ 30″,15.5,
0739,,Lenticular galaxy,Triangulum,01h 56m 54.7s,+33° 16′ 00″,14.8,
0740,,Spiral galaxy,Triangulum,01h 56m 55.1s,+33° 00′ 55″,14.9,
0741,,Elliptical galaxy,Pisces,01h 56m 21.1s,+05° 37′ 43″,13.2,
0742,,Elliptical galaxy,Pisces,01h 56m 24.2s,+05° 37′ 36″,14.8,
0743,,Open cluster,Cassiopeia,01h 59m,+60° 11′,,
0744,,Open cluster,Perseus,01h 59m,+55° 28′,8.4,
0745,,Interacting galaxy,Eridanus,01h 54m 08.7s,-56° 41′ 27″,14.0,
0746,,Irregular galaxy,Andromeda,01h 57m 51.0s,+44° 55′ 05″,13.8,
0747,,Spiral galaxy,Cetus,01h 57m 30.4s,-09° 27′ 44″,14,
0748,,Spiral galaxy,Cetus,01h 56m 22.8s,-04° 28′ 03″,12,
0749,,Spiral galaxy,Fornax,01h 55m 40.9s,-29° 55′ 16″,,
0750,,Elliptical galaxy,Triangulum,01h 57m 32.8s,+33° 12′ 34″,12.9,
0751,,Elliptical galaxy,Triangulum,01h 57m 33.0s,+33° 12′ 11″,12.9,
0752,,Open cluster,Andromeda,01h 57m 41s,+37° 47′,6.5,
0753,,Spiral galaxy,Andromeda,01h 57m 42.5s,+35° 54′ 55″,12.6,
0754,,Elliptical galaxy,Eridanus,01h 54m 20.9s,-56° 45′ 40″,,
0755,,Spiral galaxy,Cetus,01h 56m 22.4s,-09° 03′ 45″,13,
0756,,Lenticular galaxy,Cetus,01h 54m 29.5s,-16° 42′ 28″,15,
0757,(Duplicate of NGC 731),Elliptical galaxy,Cetus,01h 54m 56.9s,-09° 00′ 47″,13,
0758,,Galaxy,Cetus,01h 55m 42.1s,-03° 03′ 59″,15.1,
0759,,Elliptical galaxy,Andromeda,01h 57m 50.5s,+36° 20′ 35″,13.7,
0760,,Double star,Triangulum,01h 57m 47.4s,+33° 21′ 19″,14.5,
0761,,Spiral galaxy,Triangulum,01h 57m 49.6s,+33° 22′ 37″,14.5,
0762,,Spiral galaxy,Cetus,01h 56m 57.7s,-05° 24′ 12″,13.5,
0763,(Duplicate of NGC 755),Spiral galaxy,Cetus,01h 56m 22.4s,-09° 03′ 45″,13,
0764,,Double star,Cetus,01h 57m,-16° 02′,,
0765,,Spiral galaxy,Aries,01h 58m 48.1s,+24° 53′ 32″,14.2,
0766,,Elliptical galaxy,Pisces,01h 58m 42.1s,+08° 20′ 48″,14.4,
0767,,Spiral galaxy,Cetus,01h 58m 50.8s,-09° 35′ 14″,14,
0768,,Spiral galaxy,Cetus,01h 58m 41.0s,+00° 31′ 44″,14.3,
0769,,Spiral galaxy,Triangulum,01h 59m 36.2s,+30° 54′ 36″,13.4,
0770,,Elliptical galaxy,Aries,01h 59m 13.8s,+18° 57′ 17″,14.2,
0771,,Star,Cassiopeia,02h 03m,+72° 25′, 3.95,
0772,,Spiral galaxy,Aries,01h 59m 19.7s,+19° 00′ 28″,11.3,
0773,,Spiral galaxy,Cetus,01h 58m 52.0s,-11° 30′ 52″,14,
0774,,Lenticular galaxy,Aries,01h 59m 34.8s,+14° 00′ 30″,14.4,
0775,,Spiral galaxy,Fornax,01h 58m 32.5s,-26° 17′ 32″,12.9,
0776,,Spiral galaxy,Aries,01h 59m 54.6s,+23° 38′ 41″,13.4,
0777,,Elliptical galaxy,Triangulum,02h 00m 15.0s,+31° 25′ 46″,12.7,
0778,,Lenticular galaxy,Triangulum,02h 00m 19.5s,+31° 18′ 46″,14.2,
0779,,Spiral galaxy,Cetus,01h 59m 42.3s,-05° 57′ 47″,12,
0780,,Galaxy,Triangulum,02h 00m 35.3s,+28° 13′ 30″,14.6,
0781,,Spiral galaxy,Aries,02h 00m 09.0s,+12° 39′ 22″,14.0,
0782,,Spiral galaxy,Eridanus,01h 57m 37.8s,-57° 47′ 24″,12.8,
0783,,Spiral galaxy,Triangulum,02h 01m 06.7s,+31° 52′ 56″,12.8,
0784,,Irregular galaxy,Triangulum,02h 01m 17.1s,+28° 50′ 14″,12.1,
0785,,Lenticular galaxy,Triangulum,02h 01m 39.9s,+31° 49′ 40″,13.9,
0786,,Spiral galaxy,Aries,02h 01m 24.7s,+15° 38′ 46″,14.3,
0787,,Spiral galaxy,Cetus,02h 00m 48.6s,-09° 00′ 09″,13,
0788,,Spiral galaxy,Cetus,02h 01m 06.5s,-06° 48′ 57″,13,
0789,,Spiral galaxy,Triangulum,02h 02m 26.1s,+32° 04′ 18″,14.0,
0790,,Lenticular galaxy,Cetus,02h 01m 21.5s,-05° 22′ 20″,13.5,
0791,,Elliptical galaxy,Pisces,02h 01m 44.4s,+08° 29′ 59″,14.8,
0792,,Lenticular galaxy,Aries,02h 02m 15.4s,+15° 42′ 44″,14.6,
0793,,Double star,Triangulum,02h 03m,+32° 00′,,
0794,,Lenticular galaxy,Aries,02h 02m 29.5s,+18° 22′ 22″,14.0,
0795,,Lenticular galaxy,Eridanus,01h 59m 49.1s,-55° 49′ 28″,,
0796,(Located in Small Magellanic Cloud),Open cluster,Hydrus,01h 56m 45s,-74° 13′,,
0797,,Interacting galaxy,Andromeda,02h 03m 28.1s,+38° 07′ 01″,13.9,
0798,,Elliptical galaxy,Triangulum,02h 03m 19.7s,+32° 04′ 38″,14.7,
0799,,Spiral galaxy,Cetus,02h 02m 12.4s,-00° 06′ 03″,14.2,
0800,,Spiral galaxy,Cetus,02h 02m 11.9s,-00° 07′ 50″,14.7,
0801,,Spiral galaxy,Andromeda,02h 03m 45.1s,+38° 15′ 33″,14.2,
0802,,Lenticular galaxy,Hydrus,01h 59m 05.5s,-67° 52′ 11″,,
0803,,Spiral galaxy,Aries,02h 03m 44.8s,+16° 01′ 51″,13.5,
0804,,Lenticular galaxy,Triangulum,02h 04m 02.2s,+30° 49′ 58″,14.7,
0805,,Lenticular galaxy,Triangulum,02h 04m 29.7s,+28° 48′ 44″,14.7,
0806,,Spiral galaxy,Cetus,02h 03m 31.2s,-09° 56′ 00″,14,
0807,,Elliptical galaxy,Triangulum,02h 04m 55.8s,+28° 59′ 15″,13.8,
0808,,Spiral galaxy,Cetus,02h 03m 56.6s,-23° 18′ 45″,14.3,
0809,,Lenticular galaxy,Cetus,02h 04m 19.0s,-08° 44′ 07″,14,
0810,,Interacting galaxy,Aries,02h 05m 28.6s,+13° 15′ 03″,15.4,
0811,,Spiral galaxy,Cetus,02h 04m 35.0s,-10° 06′ 32″,14.0,
0812,,Spiral galaxy,Andromeda,02h 06m 51.6s,+44° 34′ 19″,12.8,
0813,,Lenticular galaxy,Hydrus,02h 01m 36.9s,-68° 26′ 27″,14.6,
0814,,Lenticular galaxy,Cetus,02h 10m 37.6s,-15° 46′ 25″,,
0815,,Interacting galaxy,Cetus,02h 02m 54.2s,-14° 40′ 25″,15.1,
0816,,Galaxy,Triangulum,02h 08m 08.9s,+29° 15′ 21″,15.3,
0817,,Spiral galaxy,Aries,02h 07m 33.8s,+17° 12′ 08″,13.9,
0818,,Spiral galaxy,Andromeda,02h 08m 44.7s,+38° 46′ 38″,12.7,
0819,,Spiral galaxy,Triangulum,02h 08m 34.6s,+29° 14′ 00″,14.1,
0820,,Spiral galaxy,Aries,02h 08m 25.0s,+14° 20′ 58″,13.7,
0821,,Elliptical galaxy,Aries,02h 08m 21.0s,+10° 59′ 41″,12.6,
0822,,Elliptical galaxy,Phoenix,02h 06m 38.9s,-41° 09′ 25″,13,
0823,,Lenticular galaxy,Fornax,02h 07m 20.1s,-25° 26′ 30″,13.6,
0824,,Spiral galaxy,Fornax,02h 06m 53.1s,-36° 27′ 08″,13,
0825,,Spiral galaxy,Cetus,02h 08m 32.4s,+06° 19′ 25″,14.5,
0826,,Galaxy,Triangulum,02h 09m 25.2s,+30° 44′ 22″,15.4,
0827,,Spiral galaxy,Cetus,02h 08m 56.4s,+07° 58′ 16″,14.0,
0828,,Spiral galaxy,Andromeda,02h 10m 09.7s,+39° 11′ 27″,13.0,
0829,,Spiral galaxy,Cetus,02h 08m 42.2s,-07° 47′ 27″,14,
0830,,Lenticular galaxy,Cetus,02h 08m 58.7s,-07° 46′ 00″,15.0,
0831,,Spiral galaxy,Cetus,02h 09m 34.6s,+06° 05′ 46″,15.2,
0832,,Double star,Triangulum,02h 10m,+35° 32′,,
0833,,Spiral galaxy,Cetus,02h 09m 20.9s,-10° 08′ 00″,14,
0834,,Spiral galaxy,Andromeda,02h 11m 01.5s,+37° 39′ 60″,13.2,
0835,,Spiral galaxy,Cetus,02h 09m 24.7s,-10° 08′ 11″,13.5,
0836,,Spiral galaxy,Cetus,02h 10m 24.9s,-22° 03′ 18″,13.7,
0837,,Spiral galaxy,Cetus,02h 10m 16.2s,-22° 25′ 51″,,
0838,,Lenticular galaxy,Cetus,02h 09m 38.6s,-10° 08′ 49″,14.0,
0839,,Spiral galaxy,Cetus,02h 09m 42.9s,-10° 11′ 03″,13.7,
0840,,Spiral galaxy,Cetus,02h 10m 16.3s,+07° 50′ 41″,14.7,
0841,,Spiral galaxy,Andromeda,02h 11m 17.5s,+37° 29′ 49″,12.8,
0842,,Lenticular galaxy,Cetus,02h 09m 50.8s,-07° 45′ 45″,14,
0843,,Triple star,Triangulum,02h 11m 08s,+32° 06′,,
0844,,Galaxy,Cetus,02h 10m 11.9s,+06° 02′ 54″,15.0,
0845,,Spiral galaxy,Andromeda,02h 12m 19.8s,+37° 28′ 38″,14.5,
0846,,Spiral galaxy,Andromeda,02h 12m 12.6s,+44° 34′ 05″,13.2,
0847,,Spiral galaxy,Andromeda,02h 12m 12.6s,+44° 34′ 05″,13.2,
0848,,Spiral galaxy,Cetus,02h 10m 17.6s,-10° 19′ 17″,15.0,
0849,,Lenticular galaxy,Cetus,02h 10m 11.2s,-22° 19′ 23″,15.7,
0850,,Lenticular galaxy,Cetus,02h 11m 13.6s,-01° 29′ 08″,14.1,
0851,,Lenticular galaxy,Cetus,02h 11m 12.2s,+03° 46′ 46″,14.7,
0852,,Spiral galaxy,Eridanus,02h 08m 55.4s,-56° 44′ 11″,,
0853,,Irregular galaxy,Cetus,02h 11m 41.6s,-09° 18′ 17″,13,
0854,,Spiral galaxy,Fornax,02h 11m 30.8s,-35° 50′ 05″,13,
0855,,Elliptical galaxy,Triangulum,02h 14m 03.7s,+27° 52′ 37″,13.0,
0856,,Spiral galaxy,Cetus,02h 13m 38.5s,-00° 43′ 03″,14.4,
0857,,Lenticular galaxy,Fornax,02h 12m 37.2s,-31° 56′ 40″,13.3,
0858,,Spiral galaxy,Cetus,02h 12m 30.2s,-22° 28′ 18″,14.0,
0859,,Spiral galaxy,Cetus,02h 13m 38.5s,-00° 43′ 03″,14.4,
0860,,Galaxy,Triangulum,02h 15m 00.2s,+30° 46′ 44″,15.1,
0861,,Spiral galaxy,Triangulum,02h 15m 51.2s,+35° 54′ 48″,14.8,
0862,,Elliptical galaxy,Phoenix,02h 13m 02.8s,-42° 02′ 02″,13.7,
0863,,Spiral galaxy,Cetus,02h 14m 33.6s,-00° 46′ 00″,14.0,
0864,,Spiral galaxy,Cetus,02h 15m 27.6s,+06° 00′ 09″,12.0,
0865,,Spiral galaxy,Triangulum,02h 16m 15.2s,+28° 36′ 01″,14.0,
0866,(Duplicate of NGC 863),Spiral galaxy,Cetus,02h 14m 33.6s,-00° 46′ 00″,14.0,
0867,,Lenticular galaxy,Cetus,02h 17m 04.8s,+01° 14′ 39″,14.2,
0868,,Spiral galaxy,Cetus,02h 15m 58.4s,-00° 42′ 48″,15.6,
0869,h Persei Cluster,Open cluster,Perseus,02h 19m,+57° 09′,5.7,
0870,,Galaxy,Aries,02h 17m 09.2s,+14° 31′ 22″,16,
0871,,Spiral galaxy,Aries,02h 17m 10.8s,+14° 32′ 53″,13.6,
0872,,Spiral galaxy,Cetus,02h 15m 25.2s,-17° 46′ 52″,,
0873,,Spiral galaxy,Cetus,02h 16m 32.3s,-11° 20′ 55″,13.8,
0874,,Spiral galaxy,Cetus,02h 16m 02.0s,-23° 18′ 21″,,
0875,,Lenticular galaxy,Cetus,02h 17m 04.8s,+01° 14′ 39″,14.2,
0876,,Spiral galaxy,Aries,02h 17m 53.3s,+14° 31′ 17″,16.5,
0877,,Spiral galaxy,Aries,02h 17m 59.7s,+14° 32′ 38″,12.5,
0878,,Spiral galaxy,Cetus,02h 17m 54.2s,-23° 23′ 04″,14.8,
0879,,Irregular galaxy,Cetus,02h 16m 51.3s,-08° 57′ 48″,15.5,
0880,,Irregular galaxy,Cetus,02h 18m 27.1s,-04° 12′ 22″,15.6,
0881,,Spiral galaxy,Cetus,02h 18m 45.4s,-06° 38′ 22″,12.5,
0882,,Lenticular galaxy,Aries,02h 19m 40.0s,+15° 48′ 50″,14.9,
0883,,Lenticular galaxy,Cetus,02h 19m 05.2s,-06° 47′ 29″,13,
0884,Chi Persei Cluster,Open cluster,Perseus,02h 22m,+57° 08′,6.6,
0885,(Duplicate of NGC 863),Spiral galaxy,Cetus,02h 14m 33.6s,-00° 46′ 00″,14.0,
0886,,Open cluster,Cassiopeia,02h 24m,+63° 46′,,
0887,,Spiral galaxy,Cetus,02h 19m 32s,-16° 04′,13,
0888,,Elliptical galaxy,Horologium,02h 17m 26.9s,-59° 51′ 40″,,
0889,,Elliptical galaxy,Phoenix,02h 19m 06.9s,-41° 44′ 58″,14.2,
0890,,Lenticular galaxy,Triangulum,02h 22m 00.9s,+33° 15′ 59″,12.6,
0891,,Spiral galaxy,Andromeda,02h 22m 32.9s,+42° 20′ 46″,10.8,
0892,,Spiral galaxy,Cetus,02h 20m 52.0s,-23° 06′ 50″,,
0893,,Spiral galaxy,Phoenix,02h 19m 57.8s,-41° 24′ 09″,13.5,
0894,(Northwestern arm of NGC 895),Spiral arm,Cetus,02h 21m 36.2s,-05° 31′ 13″,11.5,
0895,,Spiral galaxy,Cetus,02h 21m 36.2s,-05° 31′ 13″,11.5,
0896,,Diffuse nebula,Cassiopeia,02h 26m,+61° 59′,,
0897,,Spiral galaxy,Fornax,02h 21m 06.1s,-33° 43′ 18″,11,
0898,,Spiral galaxy,Andromeda,02h 23m 20.3s,+41° 57′ 04″,13.8,
0899,,Irregular galaxy,Cetus,02h 21m 53.2s,-20° 49′ 22″,13.3,
0900,,Lenticular galaxy,Aries,02h 23m 32.3s,+26° 30′ 41″,15.0,
0901,,Galaxy,Aries,02h 23m 34.1s,+26° 33′ 25″,,
0902,,Spiral galaxy,Cetus,02h 22m 21.8s,-16° 40′ 45″,14,
0903,,Galaxy,Aries,02h 24m 00.9s,+27° 21′ 23″,,
0904,,Elliptical galaxy,Aries,02h 24m 05.7s,+27° 20′ 32″,15.0,
0905,,Galaxy,Cetus,02h 22m 43.6s,-08° 43′ 09″,15.9,
0906,,Spiral galaxy,Andromeda,02h 25m 16.2s,+42° 05′ 25″,14.4,
0907,,Irregular galaxy,Cetus,02h 23m 01.9s,-20° 42′ 43″,14.2,
0908,,Spiral galaxy,Cetus,02h 23m 04.8s,-21° 14′ 03″,10.9,
0909,,Elliptical galaxy,Andromeda,02h 25m 22.8s,+42° 02′ 06″,14.5,
0910,,Elliptical galaxy,Andromeda,02h 25m 26.8s,+41° 49′ 27″,14.5,
0911,,Elliptical galaxy,Andromeda,02h 25m 42.4s,+41° 57′ 21″,14.0,
0912,,Elliptical galaxy,Andromeda,02h 25m 42.7s,+41° 46′ 39″,15.0,
0913,,Elliptical galaxy,Andromeda,02h 25m 44.8s,+41° 47′ 58″,16.0,
0914,,Spiral galaxy,Andromeda,02h 26m 05.1s,+42° 08′ 38″,13.9,
0915,,Galaxy,Aries,02h 25m 45.6s,+27° 13′ 16″,15.0,
0916,,Galaxy,Aries,02h 25m 47.6s,+27° 14′ 33″,14.9,
0917,,Spiral galaxy,Triangulum,02h 26m 07.8s,+31° 54′ 43″,14.5,
0918,,Spiral galaxy,Aries,02h 25m 50.8s,+18° 29′ 47″,14.3,
0919,,Spiral galaxy,Aries,02h 26m 16.8s,+27° 12′ 43″,15.5,
0920,,Spiral galaxy,Andromeda,02h 27m 51.9s,+45° 56′ 49″,15.6,
0921,,Spiral galaxy,Cetus,02h 26m 33.5s,-15° 50′ 51″,14,
0922,,Spiral galaxy,Fornax,02h 25m 03.5s,-24° 47′ 22″,12.6,
0923,,Spiral galaxy,Andromeda,02h 27m 34.7s,+41° 58′ 40″,14.4,
0924,,Lenticular galaxy,Aries,02h 26m 46.9s,+20° 29′ 51″,13.8,
0925,,Spiral galaxy,Triangulum,02h 27m 16.8s,+33° 34′ 45″,10.5,
0926,,Spiral galaxy,Cetus,02h 26m 06.8s,-00° 19′ 56″,13.9,
0927,,Spiral galaxy,Aries,02h 26m 37.4s,+12° 09′ 18″,14.5,
0928,,Spiral galaxy,Aries,02h 27m 40.9s,+27° 13′ 15″,14.7,
0929,,Spiral galaxy,Cetus,02h 27m 18.3s,-12° 05′ 11″,15,
0930,,Nonexistent object,Aries,02h 28m,+20° 20′,,
0931,,Spiral galaxy,Triangulum,02h 28m 14.6s,+31° 18′ 39″,13.9,
0932,,Spiral galaxy,Aries,02h 27m 54.8s,+20° 19′ 57″,13.7,
0933,,Spiral galaxy,Andromeda,02h 29m 17.7s,+45° 54′ 40″,15.5,
0934,,Lenticular galaxy,Cetus,02h 27m 33.0s,-00° 14′ 40″,14.4,
0935,,Spiral galaxy,Aries,02h 28m 11.2s,+19° 35′ 59″,13.6,
0936,,Lenticular galaxy,Cetus,02h 27m 37.3s,-01° 09′ 23″,11.3,
0937,,Spiral galaxy,Andromeda,02h 29m 28.3s,+42° 14′ 59″,15.0,
